"subject","Label","object","Source","Target"
"Trump","let","Congress",439,377
"Trump","let","Congress",14,377
"Congress","leaving open the option to","Congress",377,377
"the New York Times","reported","Volkswagen",396,357
"Zinke","was tasked with","the White House",119,354
"Democrats","have called on","Trump",467,465
"Democrats","have called on","Trump",467,439
"Democrats","have called on","Trump",467,14
"Zinke","submitting to","the White House",119,354
"Democrats","waving their fingers at","Republicans",467,468
"the Associated Press","published","Zinke",362,119
"LNG","is growing in","Europe",412,1
"Richard Valdmanis","Editing by","Bernadette Baum",15,163
"Democrats","have called","Pruitt",467,46
"Britons","voted to","the European Union",154,353
"Trump","must","Republicans",465,468
"Trump","must","Republicans",439,468
"Trump","must","Republicans",14,468
"Britons","leave","the European Union",154,353
"McConnell","allow","Democrats",214,467
"Trump","thinks","Democrats",465,467
"Trump","thinks","Democrats",439,467
"Trump","thinks","Democrats",14,467
"Democrats","accused","McConnell",467,214
"Tesla","filing his class action lawsuit against","Tesla",376,376
"Tesla","filing his class action lawsuit against","Tesla",351,376
"Tesla","filing his class action lawsuit against","Tesla",376,351
"Tesla","filing his class action lawsuit against","Tesla",351,351
"Obama","pushes trade in","Asia",337,2
"Vladimir Soldatkin","Editing by","Mark Potter",23,94
"Democrats","believe","Republicans",467,468
"Steve Gorman","editing by","Bill Tarrant",215,181
"Earth","including","Antarctica",3,8
"Northern California","comes","Southern California",12,10
"Congress","is sworn in","Democrats",377,467
"Trump","made these remarks at","the White House",465,354
"Trump","made these remarks at","the White House",439,354
"Trump","made these remarks at","the White House",14,354
"Republicans","need to","Donald Trump",468,40
"Merkel","been a strong voice for","Europe",294,1
"Republicans","address to","Donald Trump",468,40
"Republicans","win in","Donald Trump",468,40
"Trump","said","Republicans",465,468
"Trump","said","Republicans",439,468
"Trump","said","Republicans",14,468
"Republicans","need","Democrats",468,467
"Santos","told","Business Insider",279,406
"Africa","is","LNG",6,412
"Democrats","had argued","Wheeler",467,101
"the United Nations","called on","OPEC",380,364
"Republicans","had defended","Wheeler",468,101
"Europe","says","Li",1,51
"Republicans","do more than","Democrats",468,467
"Europe","is frustrated with","Trump",1,465
"Europe","is frustrated with","Trump",1,439
"Europe","is frustrated with","Trump",1,14
"Fransiska Nangoy","editing by","David Evans",33,105
"Google","have put pressure on","Congress",369,377
"Republicans","attack","Democrats",468,467
"Johnson","joined","NASA",89,356
"Flynn","took to","the Middle East",241,7
"Republicans","try to","Trump",468,465
"Republicans","try to","Trump",468,439
"Republicans","try to","Trump",468,14
"Flynn","traveled to","the Middle East",241,7
"Johnson","increased material support from","NASA",89,356
"Republicans","dissuade","Trump",468,465
"Republicans","dissuade","Trump",468,439
"Republicans","dissuade","Trump",468,14
"Democrats","call on","Trump",467,465
"Democrats","call on","Trump",467,439
"Democrats","call on","Trump",467,14
"William Schomberg","writing by","Guy Faulconbridge",174,140
"Donald Trump","has","Perry",40,449
"Donald Trump","has","Perry",40,64
"Donald Trump","chosen","Perry",40,449
"Donald Trump","chosen","Perry",40,64
"Democrats","should unite in","McConnell",467,214
"Democrats","voting against","McConnell",467,214
"NASA","landing humans on","Mars",356,4
"Republicans","need to","State",468,375
"Republicans","address to","State",468,375
"Republicans","win in","State",468,375
"the New York Times","broke a major story about","the White House",396,354
"Congress","step in","Republicans",377,468
"Democrats","oppose","Trump",467,465
"Democrats","oppose","Trump",467,439
"Democrats","oppose","Trump",467,14
"Thomas Escritt","Editing by","Kevin Liffey",258,175
"Republicans","recruit someone to","Jones",468,195
"Reuters","was unable to","Trump",355,465
"Reuters","was unable to","Trump",355,439
"Reuters","was unable to","Trump",355,14
"Scott Pruitt","kill the largest salmon run on","Earth",100,3
"Reuters","determine","Trump",355,465
"Reuters","determine","Trump",355,439
"Reuters","determine","Trump",355,14
"Democrats","have blasted","McConnell",467,214
"BMW","has factories in","Europe",427,1
"marijuana","including majorities of","Democrats",129,467
"Congress","faced a formidable barrier in","the White House",377,354
"Congress","say","Democrats",377,467
"Gore","give","Gore",224,224
"Trump","won","Democrats",465,467
"Trump","won","Democrats",439,467
"Trump","won","Democrats",14,467
"Trump","ordered","Perry",465,449
"Trump","ordered","Perry",439,449
"Trump","ordered","Perry",14,449
"Trump","ordered","Perry",465,64
"Trump","ordered","Perry",439,64
"Trump","ordered","Perry",14,64
"Volkswagen","compensate customers in","Europe",357,1
"Trump","railed against","Democrats",465,467
"Trump","railed against","Democrats",439,467
"Trump","railed against","Democrats",14,467
"Earth","according to","the United Nations",3,380
"Michelle Martin","Editing by","Tassilo Hummel",50,49
"the White House","obtained by","CNN",354,361
"Musk","said on","Twitter",60,460
"Musk","said on","Twitter",60,17
"The Associated Press","reports","Democrats",398,467
"Richard Valdmanis","Editing by","Marguerita Choy",15,30
"the National Weather Service","said on","Twitter",401,460
"the National Weather Service","said on","Twitter",401,17
"Reuters","reported","Apple",355,403
"Europe","followed hefty declines in","Asia",1,2
"BMW","becoming another parts supplier for","Apple",427,403
"Republicans","used the appearances to","Democrats",468,467
"Donald Trump","assumes the office after","Barack Obama",40,148
"Honda","worked with","Takata",435,298
"McConnell","was widely","Democrats",214,467
"McConnell","criticized by","Democrats",214,467
"Bernie Sanders","have called on","Snyder",35,314
"Honda","asked","Takata",435,298
"Trump","left the meeting after","Democrats",465,467
"Trump","left the meeting after","Democrats",439,467
"Trump","left the meeting after","Democrats",14,467
"Democrats","accused","Trump",467,465
"Democrats","accused","Trump",467,439
"Democrats","accused","Trump",467,14
"Democrats","are to","the White House",467,354
"Rubio","wrote on","Twitter",310,460
"Rubio","wrote on","Twitter",310,17
"Democrats","win back","the White House",467,354
"William James","editing by","Stephen Addison",143,20
"Republicans","evoking suspicion from","Democrats",468,467
"Mars","was warmer than","Earth",4,3
"Democrats","negotiate a deal with","McConnell",467,214
"Volkswagen","Cheating","Twitter",357,460
"Volkswagen","Cheating","Twitter",357,17
"Democrats","argue","Republicans",467,468
"Trump","faced skepticism from","Democrats",465,467
"Trump","faced skepticism from","Democrats",439,467
"Trump","faced skepticism from","Democrats",14,467
"Republicans","ran both chambers of","Congress",468,377
"State","sent a letter to","Congress",375,377
"Marianna Parraga","Writing by","Luc Cohen",98,316
"the State Department","must notify","Congress",418,377
"Trump","knew","Barack Obama",465,148
"Trump","knew","Barack Obama",439,148
"Trump","knew","Barack Obama",14,148
"Republicans","follow along","Schumer",468,41
"Snyder","wrote","Obama",314,337
"Andrey Ostroukh","writing by","Tom Balmforth",117,27
"Schumer","says","Democrats",41,467
"Republicans","warn","Democrats",468,467
"Democrats","running for","the White House",467,354
"Republicans","get signatures from","Democrats",468,467
"the Washington Post","was bought by","Jeff Bezos",366,31
"Asia","click here","Henning Gloystein",2,280
"Asia","Reporting by","Henning Gloystein",2,280
"Trump","vowed not to","Democrats",465,467
"Trump","vowed not to","Democrats",439,467
"Trump","vowed not to","Democrats",14,467
"Nigeria","ban dirty fuel imports from","Europe",344,1
"McConnell","intended","Democrats",214,467
"Asia","has become a huge problem in","Africa",2,6
"BMW","driving","Honda",427,435
"Democrats","are using it to","Republicans",467,468
"Scott Pruitt","confirmed administrator of","the Environmental Protection Agency",100,407
"Democrats","are asking","EPA",467,371
"Asia","using a land bridge to","North America",2,5
"Trump","is talking with","Democrats",465,467
"Trump","is talking with","Democrats",439,467
"Trump","is talking with","Democrats",14,467
"Kerry","criticized","Republicans",135,468
"the Middle East","remains","Pompeo",7,251
"Trump","ended his second summit meeting with","Kim Jong Un",465,313
"Trump","ended his second summit meeting with","Kim Jong Un",439,313
"Trump","ended his second summit meeting with","Kim Jong Un",14,313
"Trump","defends","Kim Jong Un",465,313
"Trump","defends","Kim Jong Un",439,313
"Trump","defends","Kim Jong Un",14,313
"Davis","told","The New York Times",208,374
"David Alire Garcia","editing by","Jonathan Oatis",248,99
"Democrats","should join","Republicans",467,468
"the Supreme Court","increase pressure on","Congress",370,377
"Perry","defend the lightbulb rules by","Democrats",449,467
"Perry","defend the lightbulb rules by","Democrats",64,467
"Michelle Martin","editing by","Paul Carrel",50,147
"Musk","would consider","Apple",60,403
"Democrats","are set to","the White House",467,354
"Gareth Jones","Editing by","Mark Heinrich",219,235
"Democrats","sit down","the White House",467,354
"Ron Bousso","Editing by","Susan Fenton",65,152
"Democrats","would like to","Trump",467,465
"Democrats","would like to","Trump",467,439
"Democrats","would like to","Trump",467,14
"Democrats","see","Trump",467,465
"Democrats","see","Trump",467,439
"Democrats","see","Trump",467,14
"Tillerson","may also","Trump",323,465
"Tillerson","may also","Trump",323,439
"Tillerson","may also","Trump",323,14
"Democrats","want to","the White House",467,354
"Tillerson","urge","Trump",323,465
"Tillerson","urge","Trump",323,439
"Tillerson","urge","Trump",323,14
"Democrats","retake","the White House",467,354
"Trump","mocked","Rubio",465,310
"Trump","mocked","Rubio",439,310
"Trump","mocked","Rubio",14,310
"Trump","does pick","Tillerson",465,323
"Trump","does pick","Tillerson",439,323
"Trump","does pick","Tillerson",14,323
"Henning Gloystein","editing by","Marguerita Choy",280,30
"Trump","turning","Republicans",465,468
"Trump","turning","Republicans",439,468
"Trump","turning","Republicans",14,468
"Republicans","received an offer from","Democrats",468,467
"Harvey","dissipated","Irma",417,87
"Harvey","dissipated","Irma",315,87
"Republicans","have repeatedly","Democrats",468,467
"Republicans","hammered","Democrats",468,467
"Clark","posted it to","YouTube",290,397
"Democrats","have hammered","Republicans",467,468
"Johnson","said mocking","Democrats",89,467
"Silicon Valley","revealed","Apple",11,403
"Capitol Hill","lobby","Republicans",437,468
"OPEC","highlighted the American military presence in","the Middle East",364,7
"Democrats","seeking to","Trump",467,465
"Democrats","seeking to","Trump",467,439
"Democrats","seeking to","Trump",467,14
"Olzhas Auyezov","editing by","Jason Neely",38,28
"Democrats","take on","Trump",467,465
"Democrats","take on","Trump",467,439
"Democrats","take on","Trump",467,14
"State","have recently","Trump",375,465
"State","have recently","Trump",375,439
"State","have recently","Trump",375,14
"Democrats","had blasted","Trump",467,465
"Democrats","had blasted","Trump",467,439
"Democrats","had blasted","Trump",467,14
"State","signaled","Trump",375,465
"State","signaled","Trump",375,439
"State","signaled","Trump",375,14
"Boeing","told","Motherboard",415,47
"Hurricane Irma","include","the East Coast",471,9
"Democrats","vowed last week to","the White House",467,354
"Democrats","investigate","the White House",467,354
"Xi","planned to","Trump",132,465
"Xi","planned to","Trump",132,439
"Xi","planned to","Trump",132,14
"The Wall Street Journal","reported","Xi",399,132
"Republicans","warned","Trump",468,465
"Republicans","warned","Trump",468,439
"Republicans","warned","Trump",468,14
"Xi","present","Trump",132,465
"Xi","present","Trump",132,439
"Xi","present","Trump",132,14
"Google","is now able to","Earth",369,3
"Google","bring","Earth",369,3
"Democrats","remains a secondary issue for","Republicans",467,468
"David Shepardson","editing by","Darren Schuettler",44,85
"Perry","said on","CNBC",449,420
"Perry","said on","CNBC",64,420
"Republicans","held both chambers of","Congress",468,377
"Fransiska Nangoy","Editing by","Paul Tait",33,200
"Kerry","went after","Republicans",135,468
"Mars","be more complete than","Earth",4,3
